id,customer_message,support_reply,intent,should_escalate,difficulty,annotation_notes
1751453,@527710 Like that. Me am getting pissed so me just gonna talk like this until @115858 gets their 💩 together,@527709 Send us a DM and let us know some more details about this. We're here for you. https://t.co/GDrqU22YpT,,,,
300484,@AppleSupport Very irritating and I would like it sorted asap! Please :-),"@187643 We can help. While there's no way for Apple to expedite the process, ensure you've gone through: https://t.co/fJnZYmbI9N",,,,
1238035,"@AppleSupport The latest iOS update sucks donkey balls. My ipad is slower now than my old 286 pc. I used to love my ipad, not anymore. FIXIT",@410402 We want you to have a great experience with the latest release of iOS. Meet us in DM where we can partner-up on a solution.,,,,
449492,Well I can see my iPhone 7 battery dying as it attempts to connect to @115714. @AppleSupport pretty sure Sprint gave me a defective phone. But looks like their insurance is useless. What are my options?,@221523 Let's find out what's going on. Could you Direct Message us and let us know what iOS version is on the device?,,,,
248744,I need help @AppleSupport how can I download my music from my iCloud?? Please guide me,"@175093 We want to help you get back to enjoying your music; we'll do all we can to help. To start, are you an Apple Music member?",,,,
559160,"@AppleSupport my iPhone X won’t connect to my home WiFi it any WiFi for that matter. I’ve reset home router, reset settings from phone etc., this is what I get out of a $1,300 phone? 🤷🏼‍♂️","@250676 We can help get you and your iPhone connected. How long have you been seeing this issue with Wi-Fi on your iPhone? Has anything recently changed, like adding an app or updating iOS?",,,,
2005078,@AppleSupport I’m disappointed so far 2nite. U Told me 2 drive an hr to BB. Then while on phone with u u hang up on me.,"@592932 We'd like to hear more about what's happened. Send us a DM using the link below, and let us know more details. https://t.co/GDrqU22YpT",,,,
2134907,@AppleSupport when is ios11.1 going to stop making my phone freeze whenever I’m on it????,@137190 We want your iPhone to work and want to help. DM us details and we'll work towards a resolution with you there. https://t.co/GDrqU22YpT,,,,
816210,This new iOS 11.0.3 is fucking stupid my phones crashed 3 times since fucking downloading it @AppleSupport,@314362 Let's work together to get this resolved. Are you using a specific app when this occurs? Please DM us. https://t.co/GDrqU22YpT,,,,
2940396,"@AppleSupport thanks. the blue line at the top of the messages window starts progressing on my MacBook Pro when I hit return but then it hangs near the end. after some time it says ""not delivered"". I've tried logging in &amp; out of messages &amp; restarting computer.",@226647 You're most welcome. Great job troubleshooting so far! Are you using Continuity between your Mac and iPhone? Send us a DM and let us know. https://t.co/GDrqU22YpT,,,,
940609,@AppleSupport I had the 1 before that when my phone was having issues so hopefully it fixes it but every time I have updated my phone there’s been issues.,@342983 Let us know how it goes. We're always happy to help.,,,,
215384,@AppleSupport @318 yall ruined my podcast experience with ios11. My Bluetooth headset connects with music and doesn't let me pause,"@167178 Which Bluetooth headset are you using with iOS 11? Also, which device does this occur on? Let us know, we'd like to help.",,,,
938191,@115858 Ayo.. iOS 11.2 won’t let me send or save anything. Fix that,@503168 Thanks for reaching out to us. We are always happy to help. Send us a DM with more details about your issue. We'll help there. https://t.co/GDrqU22YpT,,,,
1666325,Hey @115858 why did that update make my iPhone 7 slow as molasses,@507636 That's certainly not an experience we want you to have. Let's meet and DM and work together. https://t.co/GDrqU22YpT,,,,
2120198,@115858 need a new update dawg. This shit is annoying.,@624754 This is certainly not the behavior we want you to experience. Could you tell us which Apple device you're using?,,,,
1516147,Um Me too...please fix the corrupt text @115858 😑 https://t.co/AYRS1ol2Un,"@203649 We're here for you. Send us a DM, and we'll help get you pointed in the right direction. https://t.co/GDrqU22YpT",,,,
2981820,@AppleSupport @115948 my Apple Music won’t load. It keeps glitching and I can’t click on it without it blacking out. It’s been doing this for 4 days now.,"@822415 Hi there. We want you to be able to enjoy Apple Music. You're in the right place for help. Which device are you having issues with? Also, tell us the OS version you're running on the device. Let us know in DM. https://t.co/GDrqU22YpT",,,,
1809117,@12228 @115858 #IOS11for #iphone6s it is getting worse to any actualization... The keyboard doesn't work and the apps are slow #Fail,@543500 We'd like to help you with your iPhone 6s keyboard and performance issues. DM us at the link below with more details. https://t.co/GDrqU22YpT,,,,
738533,@AppleSupport Basically everytime I press verify it comes back to this. https://t.co/HUXV7x1AvV,@296632 Let's look into this together. Could tell us which Apple device and iOS version you're using?,,,,
873673,It took me to long to notice Apple screwed us how do I charge my phone and use my headphones without air buds?@115858,@327424 We know it's important to listen to Music and charge your iPhone. There is an adapter available. https://t.co/Xf56f2gHlj,,,,
2515969,"@ATT @115858 hello! I’m in Louisville and cannot make any outbound calls and no one can call me. Help,please",@716720 Hi there. We'd be happy to help out. Let's try these steps to resolve the issue: https://t.co/U53YustlEZ Let us know how that works for you.,,,,
2587415,@AppleSupport Before assuming something’s wrong?,@594272 We can help. Take a look at this article and let us know if it helps at all: https://t.co/vXqj8bZGU7,,,,
1234778,@AppleSupport hey guys. Did you know iOS 11 no longer supports sending handwritten messages to non-iMessage devices? You should fix that.,@409616 Your voice matters and we'd love to hear from you. Send us your feedback and suggestions from here: https://t.co/eTPVYVFyd8,,,,
2639695,"Since updating my iPhone 7 Plus to iOS 11, my wi-fis been terrible to the point of timing out and my LTE won’t load anything either even at full bars. Thank you, @115858","@744963 We know how important it is to have reliable connectivity. Let's see what's going on. First, can you tell us the exact iOS version currently installed? Also, does this happen with all Wi-Fi networks or certain ones?",,,,
1753198,Yes @115858. When I️ type Im of course I️ want it autocorrected to whatever that is. Thanks. https://t.co/on8UpqeFOW,@528108 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,
1404084,"Hey @AppleSupport. I ordered a phone online yesterday, set it for store pickup yesterday, but never received an email saying it was ready. And your phone system keeps hanging up on me. Someone want to tell me what's going on? I just want to pick up my phone, that's it.",@446432 Thanks for reaching out. Send us a DM with your current location and we'll go from there. https://t.co/GDrqU22YpT,,,,
1003825,@AppleSupport iPhone 6s is having trouble with audio while playing music.,"@357591 We'll gladly assist. Can you describe the audio trouble in detail? Also, what version of the iOS is running on that 6s?",,,,
2065258,"@AppleSupport Hi, in my iTunes library, it lists two of some tracks (see image).How can I only one of each track? https://t.co/My2b1DJHtC","@171394 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",,,,
2015433,Like I can’t tweet if @115858 doesn’t fix this issue with the letter Î,@122748 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,,,,
1830821,Pushing the blame yeah @115858 ? My iPhone 6 Plus is 100% with genuine parts but it’s still unresponsive. https://t.co/eJZ3Fbsf7Q,"@549374 Thanks for reaching out, we'd be happy to help! This is for iPhone 6s models. DM us your current iOS version to proceed. https://t.co/GDrqU22YpT",,,,
1948650,why does my phone die so much faster w this new update wtf is this @115858,"@578949 Check out these great tips on maintaining battery health, and DM us if you have any questions: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT",,,,
2614259,"@AppleSupport Yes, it wouldn’t work no matter where in the city I was. Maps is turned on in cellular.",@476705 Thanks for the info! Let's try some steps to get this resolved. Please check out the guidance here and report back with the result: https://t.co/f70hKpGWvI,,,,
2347592,"@AppleSupport hello, I have a problem in my IPhone how's can help me !!!","@678686 We want to help! What's going on with your iPhone specifically? The more details you're able to provide, the better.",,,,
939151,@AppleSupport Just says message not delivered/failed to send,@342628 It could be a size issue. Does it happen with iPhone and non iPhone users?,,,,
1451574,@115858 WTF did you just do with the batterie? Never tought id have to go samsung...,@456851 Tell us what you're experiencing and we'd be happy to help.,,,,
552147,@115858 Once again another iOS update has left customers with black screens with spinning circles on them every 2 minutes. I can't even send a text without my phone blacking out! 11.2 update not even available yet. Brilliant.,"@248717 We know you want to get your device working properly again. Try to back up &amp; follow these steps to resolve it: https://t.co/osZOKKTalm If you continue to experience this issue or run into questions, DM us. We'll be here for you. https://t.co/GDrqU22YpT",,,,
2977514,"@AppleSupport I've called about the letter ""I"" issue. Done all the recommended resets. Many people having the same issue. Nothing is working","@821175 Let's work on this together. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT",,,,
15472,@115858 I️ have I️ can I️ will THE FUCK BRO,"@119413 Hello, thanks for reaching out. Which iOS version are you currently using? If not on the current iOS 11.1.2, please back up and update following these steps: https://t.co/80YRnjDFDk DM us if you're still having autocorrect issues after updating. https://t.co/GDrqU22YpT",,,,
1857256,Have had my iPhone 8 a week. It already cracked and the screen doesn't work after dropping it a foot from my bed. thanks @115858 #HighQuality,@555414 A cracked screen is never fun. We'll be happy to look into your options. Can you DM us what country you are in? https://t.co/GDrqU22YpT,,,,
2953801,"@AppleSupport hey guys, look I don’t know what’s going on but iOS 11 really isn’t living up to me expectations on iPhone 7. It’s killing the battery and I’m finding it quite buggy. Its 100% OS, not hardware or needing a reset. Normally I have good things to say not at the moment","@631010 We'll be glad to take a closer look with you. Did you notice these issues when you updated to iOS 11, or was it with 11.1.2? Please send us a DM. https://t.co/GDrqU22YpT",,,,
2004575,@AppleSupport why does a capital i always show up as I️ everywhere? When will you have a fix for this?,@592770 Thanks for reaching out. We want to help. Send us a DM and tell us which device you're using and we'll assist you. https://t.co/GDrqU22YpT,,,,
148132,hate when my headphones start to act up @115858 why,@149693 We're happy to help! Are you having issues with the EarPods that came with your device? Join us in DM with more details. https://t.co/GDrqU22YpT,,,,
1128227,"@AppleSupport when I start a mail and contacts sync, is just impossible to use my Mac. Can you help on this? Thanks!",@385970 We’d be happy to offer our support. Send us a DM and we’ll look into it together. https://t.co/GDrqU22YpT,,,,
2922751,@AppleSupport I can't login on gamecenter/switch gamecenter accounts.,@808844 We appreciate you reaching out to us. Does this issue happen when your connected to Wi-Fi or cellular? DM us so we can get started. https://t.co/GDrqU22YpT,,,,
2304887,@115858 I have a few questions about product warranty.,@202909 We'd like to help! Which device are you using?,,,,
1798694,@AppleSupport what does this mean? And why can’t I connect to the App Store on my laptop? #applesupport #mac #issues #stressed https://t.co/rUchKqEgGj,@196360 We want to help! DM us and let us know what model of Mac you are having this issue with to get started. https://t.co/GDrqU22YpT,,,,
613056,@AppleSupport i believe someone has got into my account and changed all my passwords and set off activation lock on my ipad,@265770 We'd like to help. Let's start by following the steps in this article to make sure your account is secured: https://t.co/ufbG3Gx5bq DM us if you run into any issues with this. https://t.co/GDrqU22YpT,,,,
388899,@AppleSupport can you please explain this bug on iOS 11.0.2 on iphone 6S-64GB model? Check the video https://t.co/8yixkFbF8u,@208021 Let's restart the device. Does the issue remain? DM us the results. https://t.co/GDrqU22YpT,,,,
944343,@AppleSupport having major problems with my keyboard since last update,"@343917 We'd like to help. Could you share a few more details with us about what's happening? Also, which device are you using?",,,,
1146115,@AppleSupport Just took phone off the charger 10 minutes ago. Battery down 6 percent already and phone is hot.,@389762 We received your DM and will respond there shortly. Thanks for your patience on this.,,,,
1617221,bruh wtf is this question mark shit @115858,@495898 We are aware of this issue and are working hard to find a resolution. We do have a workaround: https://t.co/xXaXeeSRt9,,,,
1748014,"10) hola @AppleSupport @115858, recordáis que tenéis un caso abierto conmigo desde hace ya 3 meses verdad?? Solución cuando???",@526937 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,,,,
452610,"Every time I type the work ""it"" on my iPhone it auto-corrects to ""I.T"".. Am I the only one having this problem? @115858 get this fixed, it's so annoying.",@222375 Thanks for reaching out. We know how important it is for your auto-correct to work as expected and we'll do everything we can to assist. Have you had a chance to update to iOS 11.1.2?,,,,
1153471,Had to factory reset my shit after the update. I can’t with this fucking phone . Thanks @115858 for bricking my phone.,@391395 Thanks for reaching out to us. Can you please explain what you mean by bricked? That way we can better help.,,,,
306634,"Hey @115858, which software update is going to fix this glitch where my phone held vertically displays horizontally🤷‍♀️ https://t.co/g3y3NbHmJi",@189207 We'd like to help with this. What happens when you restart the iPhone like this? https://t.co/OWRDHXa3VP,,,,
1076427,@115858 my iPhone decided it won't charge and it won't turn on I've never dropped it or spilled water on it can y'all run me a new phone?,@373996 It's important that you have a working iPhone. We can help. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,,,,
2971277,"@115858 so many little tweeks lately with these iOS updates. Would love to email someone a detailed list of what used to be, and what’s recently been screwed up. 🤷🏼‍♂️",@819563 Let's look into this for you. What are you experiencing with your device? Let us know in DM. https://t.co/GDrqU22YpT,,,,
570884,"@AppleSupport I’ve researched the problem before, but Siri didn’t crash earlier. She just didn’t activate the scenes for good morning/good night, without crashing. I‘d say the crash exists at least for the last three updates I installed (directly after their release).",@254071 Thank you for reaching out. Let's get you over to our phone or chat support to continue working on this issue here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT,,,,
2031481,"@AppleSupport @115858 @188 @11968 if you all could fix this, that would be great. Happens on X and 7 plus. Pics won’t load n galery https://t.co/gaele3XVsp",@600694 We're happy to look into this with you. Please DM and let us know if this only occurs in the FaceBook app. https://t.co/GDrqU22YpT,,,,
1864264,"@AppleSupport, since the last IOS update, my phone battery is playing up. Can you please fix it? Thanks.",@556984 Battery life is important. We would be glad to take a look at this for you. Let us know via DM when the update was done. https://t.co/GDrqU22YpT,,,,
549695,@AppleSupport I’ve updated my phone with the new software 11.2 and I don’t see the Apple Pay cash feature!! It clearly mentioned it in the update notes. Where is it?,"@248008 Hello again, we know you're excited for Apple Pay Cash. iOS 11.2 does introduce the feature, but isn't active just yet. Thank you for your patience. If you have more questions DM us. https://t.co/GDrqU22YpT",,,,
856645,@AppleSupport my #iphone7 has 8 months and the battery does not charge. Help me #iPhone the battery doesn’t work,@323436 Hi. We're here for you. Have you checked out the steps here: https://t.co/uqxquyfdn0 Let us know.,,,,
661527,Really hoping wait times at @115858 at Doncaster aren’t long tomorrow because I can’t see shit on my screen 🤬🤬🤬🤬🤬,"@277623 Perhaps we can save you a trip, but we do recommend making an appointment prior to visiting the Apple Store. What exactly is happening? Which model do you have, and what's the software version?",,,,
1552218,@AppleSupport what should I️ do about this? https://t.co/H3R1j6K763,@302776 Please DM us with the iOS version from Settings&gt;General&gt;About. We'll take it from there. https://t.co/GDrqU22YpT,,,,
2043264,Upgrading to iOS 11 has been the worst decision of October. Nothing is working properly #apple @115858,@604234 Let's look into this together to make sure things are working correctly. Send us a DM with more information to get started. https://t.co/GDrqU22YpT,,,,
252768,Ok but seriously.... how do I️ get my #iphone to stop turning all my “i “s into this I️ @115858 #Help,@176066 We would be glad to help. Are you using a third-party keyboard in Settings &gt; General &gt; Keyboard? Let us know in DM. https://t.co/GDrqU22YpT,,,,
583595,"iPhone X stuck restoring „Books“ 3rd day in a row :( Manually downloaded all hung books yesterday, today deleted iBooks app. Rebooted. No impact. Any ideas? @AppleSupport https://t.co/xJnlEF5OUs","@257647 We're happy to look into this issue with iBooks. To start, what's the iOS version currently installed on your iPhone X? Do you recall which iOS version was installed when this issue first appeared?",,,,
